1 ; Max Aarons ; ENG ; DF ; Norwich City ; Premier League ; 22 ; 2000 ; 34 ; 32
246 ; Asmir Begovi? ; BIH ; GK ; Everton ; Premier League ; 34 ; 1987 ; 3 ; 3
247 ; Valon Behrami ; SUI ; MF ; Genoa ; Serie A ; 37 ; 1985 ; 10 ; 2
248 ; Kevin Behrens ; GER ; FW ; Union Berlin ; Bundesliga ; 31 ; 1991 ; 24 ; 2
249 ; Youcef Belaďli ; ALG ; MFFW ; Brest ; Ligue 1 ; 30 ; 1992 ; 13 ; 11
250 ; Vid Belec ; SVN ; GK ; Salernitana ; Serie A ; 31 ; 1990 ; 23 ; 21
251 ; Ishak Belfodil ; ALG ; FW ; Hertha BSC ; Bundesliga ; 30 ; 1992 ; 26 ; 17
252 ; Haris Belkebla ; ALG ; MF ; Brest ; Ligue 1 ; 28 ; 1994 ; 31 ; 26
253 ; Stefan Bell ; GER ; DF ; Mainz 05 ; Bundesliga ; 30 ; 1991 ; 33 ; 33
254 ; Armel Bella Kotchap ; GER ; DF ; Bochum ; Bundesliga ; 20 ; 2001 ; 22 ; 20
255 ; Raoul Bellanova ; ITA ; DF ; Cagliari ; Serie A ; 21 ; 2000 ; 31 ; 27
256 ; Karim Bellarabi ; GER ; FWDF ; Leverkusen ; Bundesliga ; 32 ; 1990 ; 16 ; 9
257 ; Jean-Ricner Bellegarde ; FRA ; MF ; Strasbourg ; Ligue 1 ; 23 ; 1998 ; 36 ; 26
258 ; Héctor Bellerín ; ESP ; DF ; Betis ; La Liga ; 27 ; 1995 ; 23 ; 22
259 ; Jude Bellingham ; ENG ; MF ; Dortmund ; Bundesliga ; 18 ; 2003 ; 32 ; 32
260 ; George Bello ; USA ; DF ; Arminia ; Bundesliga ; 20 ; 2002 ; 10 ; 3
261 ; Jeanuel Belocian ; FRA ; DF ; Rennes ; Ligue 1 ; 17 ; 2005 ; 1 ; 0
262 ; Andrea Belotti ; ITA ; FW ; Torino ; Serie A ; 28 ; 1993 ; 22 ; 16
263 ; Fran Beltrán ; ESP ; MF ; Celta Vigo ; La Liga ; 23 ; 1999 ; 37 ; 31
264 ; Hatem Ben Arfa ; FRA ; FWMF ; Lille ; Ligue 1 ; 35 ; 1987 ; 7 ; 4
265 ; Salim Ben Seghir ; FRA ; FW ; Marseille ; Ligue 1 ; 19 ; 2003 ; 1 ; 0
266 ; Wissam Ben Yedder ; FRA ; FW ; Monaco ; Ligue 1 ; 31 ; 1990 ; 37 ; 29
267 ; Marco Benassi ; ITA ; DFMF ; Fiorentina ; Serie A ; 27 ; 1994 ; 6 ; 1
268 ; Marco Benassi ; ITA ; MF ; Empoli ; Serie A ; 27 ; 1994 ; 12 ; 3
269 ; Darío Benedetto ; ARG ; FWMF ; Marseille ; Ligue 1 ; 32 ; 1990 ; 2 ; 0
270 ; Darío Benedetto ; ARG ; FW ; Elche ; La Liga ; 32 ; 1990 ; 14 ; 6
271 ; László Bénes ; SVK ; MF ; M'Gladbach ; Bundesliga ; 24 ; 1997 ; 13 ; 2
272 ; Walter Benítez ; ARG ; GK ; Nice ; Ligue 1 ; 29 ; 1993 ; 37 ; 37
273 ; Iker Benito ; ESP ; MFFW ; Osasuna ; La Liga ; 19 ; 2002 ; 4 ; 1
274 ; Loris Benito ; SUI ; DF ; Bordeaux ; Ligue 1 ; 30 ; 1992 ; 1 ; 1
275 ; Pedro Benito ; ESP ; FW ; Cádiz ; La Liga ; 22 ; 2000 ; 1 ; 0
276 ; Filip Benkovi? ; CRO ; DFFW ; Udinese ; Serie A ; 24 ; 1997 ; 2 ; 0
277 ; Ismaël Bennacer ; ALG ; MF ; Milan ; Serie A ; 24 ; 1997 ; 31 ; 15
278 ; Keanan Bennetts ; ENG ; FWDF ; M'Gladbach ; Bundesliga ; 23 ; 1999 ; 4 ; 0
279 ; Saďd Benrahma ; ALG ; FWMF ; West Ham ; Premier League ; 26 ; 1995 ; 32 ; 26
280 ; Ramy Bensebaini ; ALG ; DF ; M'Gladbach ; Bundesliga ; 27 ; 1995 ; 23 ; 22
281 ; Nabil Bentaleb ; ALG ; MF ; Angers ; Ligue 1 ; 27 ; 1994 ; 18 ; 18
282 ; Rodrigo Bentancur ; URU ; MF ; Tottenham ; Premier League ; 24 ; 1997 ; 17 ; 16
283 ; Rodrigo Bentancur ; URU ; MF ; Juventus ; Serie A ; 24 ; 1997 ; 19 ; 13
284 ; Christian Benteke ; BEL ; FW ; Crystal Palace ; Premier League ; 31 ; 1990 ; 25 ; 11
285 ; Karim Benzema ; FRA ; FW ; Real Madrid ; La Liga ; 34 ; 1987 ; 32 ; 31
286 ; Alessandro Berardi ; ITA ; GK ; Hellas Verona ; Serie A ; 31 ; 1991 ; 1 ; 1
287 ; Domenico Berardi ; ITA ; FW ; Sassuolo ; Serie A ; 27 ; 1994 ; 33 ; 33
288 ; Yuri Berchiche ; ESP ; DF ; Athletic Club ; La Liga ; 32 ; 1990 ; 14 ; 11
289 ; Álex Berenguer ; ESP ; MFFW ; Athletic Club ; La Liga ; 26 ; 1995 ; 34 ; 24
290 ; Bartosz Bereszy?ski ; POL ; DF ; Sampdoria ; Serie A ; 29 ; 1992 ; 35 ; 35
291 ; Jóhann Berg Gu?mundsson ; ISL ; MF ; Burnley ; Premier League ; 31 ; 1990 ; 18 ; 13
292 ; Patrick Berg ; NOR ; MF ; Lens ; Ligue 1 ; 24 ; 1997 ; 14 ; 2
293 ; Mitchell van Bergen ; NED ; FWMF ; Reims ; Ligue 1 ; 22 ; 1999 ; 20 ; 11
294 ; Steven Bergwijn ; NED ; FWMF ; Tottenham ; Premier League ; 24 ; 1997 ; 25 ; 4
295 ; Etrit Berisha ; ALB ; GK ; Torino ; Serie A ; 33 ; 1989 ; 10 ; 10
296 ; Valon Berisha ; KVX ; MFFW ; Reims ; Ligue 1 ; 29 ; 1993 ; 13 ; 5
297 ; Federico Bernardeschi ; ITA ; MFFW ; Juventus ; Serie A ; 28 ; 1994 ; 28 ; 16
298 ; Paul Bernardoni ; FRA ; GK ; Angers ; Ligue 1 ; 25 ; 1997 ; 13 ; 13
299 ; Paul Bernardoni ; FRA ; GK ; Saint-Étienne ; Ligue 1 ; 25 ; 1997 ; 19 ; 19
300 ; Juan Bernat ; ESP ; DF ; Paris S-G ; Ligue 1 ; 29 ; 1993 ; 15 ; 12
301 ; Dimitry Bertaud ; FRA ; GK ; Montpellier ; Ligue 1 ; 23 ; 1998 ; 11 ; 9
302 ; Jason Berthomier ; FRA ; MF ; Clermont Foot ; Ligue 1 ; 32 ; 1990 ; 29 ; 22
303 ; Nicolň Bertola ; ITA ; MFDF ; Spezia ; Serie A ; 19 ; 2003 ; 2 ; 0
304 ; Ryan Bertrand ; ENG ; DF ; Leicester City ; Premier League ; 32 ; 1989 ; 4 ; 4
305 ; Daniel Bessa ; ITA ; MFFW ; Hellas Verona ; Serie A ; 29 ; 1993 ; 24 ; 5
306 ; Beto ; GNB ; FW ; Udinese ; Serie A ; 24 ; 1998 ; 28 ; 24
307 ; Louis Beyer ; GER ; DF ; M'Gladbach ; Bundesliga ; 22 ; 2000 ; 17 ; 15
308 ; Bartosz Bialek ; POL ; FW ; Wolfsburg ; Bundesliga ; 20 ; 2001 ; 12 ; 1
309 ; Giulian Biancone ; FRA ; DF ; Troyes ; Ligue 1 ; 22 ; 2000 ; 33 ; 26
310 ; Ermin Bi?ak?i? ; BIH ; DF ; Hoffenheim ; Bundesliga ; 32 ; 1990 ; 1 ; 0
311 ; Mads Bidstrup ; DEN ; MF ; Brentford ; Premier League ; 21 ; 2001 ; 4 ; 0
312 ; Pedro Bigas ; ESP ; DF ; Elche ; La Liga ; 31 ; 1990 ; 19 ; 19
313 ; El Bilal Touré ; MLI ; FW ; Reims ; Ligue 1 ; 20 ; 2001 ; 21 ; 15
314 ; Jean-Claude Billong ; CMR ; DF ; Clermont Foot ; Ligue 1 ; 28 ; 1993 ; 15 ; 10
315 ; Luis Binks ; ENG ; DF ; Bologna ; Serie A ; 20 ; 2001 ; 15 ; 7
316 ; Cristiano Biraghi ; ITA ; DF ; Fiorentina ; Serie A ; 29 ; 1992 ; 37 ; 37
317 ; Davide Biraschi ; ITA ; DF ; Genoa ; Serie A ; 27 ; 1994 ; 14 ; 11
318 ; Tom Bischof ; GER ; MFFW ; Hoffenheim ; Bundesliga ; 16 ; 2005 ; 1 ; 0
319 ; Yves Bissouma ; MLI ; MF ; Brighton ; Premier League ; 25 ; 1996 ; 26 ; 25
320 ; Nathan Bitu Mazala ; FRA ; DF ; Paris S-G ; Ligue 1 ; 19 ; 2002 ; 1 ; 0
321 ; Marco Bizot ; NED ; GK ; Brest ; Ligue 1 ; 31 ; 1991 ; 38 ; 38
322 ; Bjarki Bjarkason ; ISL ; FW ; Venezia ; Serie A ; 22 ; 2000 ; 1 ; 0
323 ; Blanco ; ESP ; MF ; Real Madrid ; La Liga ; 21 ; 2000 ; 1 ; 0
324 ; Ludovic Blas ; FRA ; MFFW ; Nantes ; Ligue 1 ; 24 ; 1997 ; 35 ; 35
325 ; Danny Blum ; GER ; FWMF ; Bochum ; Bundesliga ; 31 ; 1991 ; 13 ; 2
326 ; Myron Boadu ; NED ; FW ; Monaco ; Ligue 1 ; 21 ; 2001 ; 31 ; 7
327 ; Jérôme Boateng ; GER ; DF ; Lyon ; Ligue 1 ; 33 ; 1988 ; 24 ; 19
328 ; Kevin-Prince Boateng ; GHA ; MFFW ; Hertha BSC ; Bundesliga ; 35 ; 1987 ; 18 ; 8
329 ; Antonin Bobichon ; FRA ; MFFW ; Angers ; Ligue 1 ; 26 ; 1995 ; 4 ; 0
330 ; Herbert Bockhorn ; GER ; DF ; Bochum ; Bundesliga ; 27 ; 1995 ; 18 ; 7
331 ; Jean-Paul Boëtius ; NED ; MF ; Mainz 05 ; Bundesliga ; 28 ; 1994 ; 33 ; 19
332 ; Jeremie Boga ; CIV ; FWMF ; Sassuolo ; Serie A ; 25 ; 1997 ; 12 ; 8
333 ; Jeremie Boga ; CIV ; FWMF ; Atalanta ; Serie A ; 25 ; 1997 ; 15 ; 7
334 ; Luka Bogdan ; CRO ; DF ; Salernitana ; Serie A ; 26 ; 1996 ; 6 ; 4
335 ; Emil Bohinen ; NOR ; MF ; Salernitana ; Serie A ; 23 ; 1999 ; 11 ; 8
336 ; Quentin Boisgard ; FRA ; MFFW ; Lorient ; Ligue 1 ; 25 ; 1997 ; 25 ; 9
337 ; Charles Boli ; FRA ; MF ; Lens ; Ligue 1 ; 23 ; 1998 ; 4 ; 0
338 ; Willy Boly ; CIV ; DF ; Wolves ; Premier League ; 31 ; 1991 ; 10 ; 10
339 ; Giacomo Bonaventura ; ITA ; MF ; Fiorentina ; Serie A ; 32 ; 1989 ; 31 ; 28
340 ; Federico Bonazzoli ; ITA ; FWMF ; Salernitana ; Serie A ; 25 ; 1997 ; 32 ; 19
341 ; Tarsis Bonga ; GER ; FW ; Bochum ; Bundesliga ; 25 ; 1997 ; 3 ; 0
342 ; Kevin Bonifazi ; ITA ; DF ; Bologna ; Serie A ; 26 ; 1996 ; 22 ; 14
343 ; Solomon Bonnah ; NED ; DF ; RB Leipzig ; Bundesliga ; 18 ; 2003 ; 1 ; 0
344 ; Leonardo Bonucci ; ITA ; DF ; Juventus ; Serie A ; 35 ; 1987 ; 24 ; 22
345 ; Sebastiaan Bornauw ; BEL ; DF ; Wolfsburg ; Bundesliga ; 23 ; 1999 ; 27 ; 23
346 ; Rafael Borré ; COL ; FW ; Eint Frankfurt ; Bundesliga ; 26 ; 1995 ; 31 ; 28
347 ; Sven Botman ; NED ; DF ; Lille ; Ligue 1 ; 22 ; 2000 ; 25 ; 25
348 ; Denis Bouanga ; GAB ; FWMF ; Saint-Étienne ; Ligue 1 ; 27 ; 1994 ; 34 ; 28
349 ; Hicham Boudaoui ; ALG ; MF ; Nice ; Ligue 1 ; 22 ; 1999 ; 29 ; 21
350 ; Ryad Boudebouz ; ALG ; MFFW ; Saint-Étienne ; Ligue 1 ; 32 ; 1990 ; 30 ; 27
351 ; Sofiane Boufal ; MAR ; FWMF ; Angers ; Ligue 1 ; 28 ; 1993 ; 29 ; 28
352 ; Farid Boulaya ; ALG ; MFFW ; Metz ; Ligue 1 ; 29 ; 1993 ; 24 ; 18
353 ; Yassine Bounou ; MAR ; GK ; Sevilla ; La Liga ; 31 ; 1991 ; 31 ; 31
354 ; Ismaëlben Boura ; FRA ; DF ; Lens ; Ligue 1 ; 21 ; 2000 ; 5 ; 1
355 ; Mehdi Bourabia ; MAR ; MF ; Spezia ; Serie A ; 30 ; 1991 ; 8 ; 2
356 ; Benjamin Bourigeaud ; FRA ; FWMF ; Rennes ; Ligue 1 ; 28 ; 1994 ; 38 ; 38
357 ; Redwan Bourles ; FRA ; MFFW ; Lorient ; Ligue 1 ; 19 ; 2003 ; 4 ; 0
358 ; Edoardo Bove ; ITA ; MFFW ; Roma ; Serie A ; 20 ; 2002 ; 11 ; 0
359 ; Jarrod Bowen ; ENG ; FW ; West Ham ; Premier League ; 25 ; 1996 ; 36 ; 34
360 ; Dedryck Boyata ; BEL ; DF ; Hertha BSC ; Bundesliga ; 31 ; 1990 ; 23 ; 22
361 ; Lucas Boyé ; ARG ; FW ; Elche ; La Liga ; 26 ; 1996 ; 24 ; 22
362 ; Domagoj Bradari? ; CRO ; DFMF ; Lille ; Ligue 1 ; 22 ; 1999 ; 15 ; 2
363 ; Bilal Brahimi ; FRA ; FWDF ; Angers ; Ligue 1 ; 22 ; 2000 ; 9 ; 3
364 ; Bilal Brahimi ; FRA ; MFFW ; Nice ; Ligue 1 ; 22 ; 2000 ; 11 ; 2
365 ; Martin Braithwaite ; DEN ; FW ; Barcelona ; La Liga ; 30 ; 1991 ; 4 ; 3
366 ; Julian Brandt ; GER ; MFFW ; Dortmund ; Bundesliga ; 26 ; 1996 ; 31 ; 22
367 ; Jarrad Branthwaite ; ENG ; DF ; Everton ; Premier League ; 19 ; 2002 ; 6 ; 4
368 ; Darko Brašanac ; SRB ; MF ; Osasuna ; La Liga ; 30 ; 1992 ; 35 ; 27
369 ; Lilian Brassier ; FRA ; DF ; Brest ; Ligue 1 ; 22 ; 1999 ; 31 ; 23
370 ; Claudio Bravo ; CHI ; GK ; Betis ; La Liga ; 39 ; 1983 ; 17 ; 17
371 ; Iker Bravo ; ESP ; FW ; Leverkusen ; Bundesliga ; 17 ; 2005 ; 1 ; 0
372 ; Fabian Bredlow ; GER ; GK ; Stuttgart ; Bundesliga ; 27 ; 1995 ; 4 ; 4
373 ; Josip Brekalo ; CRO ; MF ; Wolfsburg ; Bundesliga ; 23 ; 1998 ; 1 ; 0
374 ; Josip Brekalo ; CRO ; FWMF ; Torino ; Serie A ; 23 ; 1998 ; 32 ; 26
375 ; Gleison Bremer ; BRA ; DF ; Torino ; Serie A ; 25 ; 1997 ; 33 ; 33
376 ; Jimmy Briand ; FRA ; FWMF ; Bordeaux ; Ligue 1 ; 36 ; 1985 ; 17 ; 1
377 ; Yan Brice Eteki ; CMR ; MF ; Granada ; La Liga ; 24 ; 1997 ; 12 ; 2
378 ; Brian Brobbey ; NED ; FW ; RB Leipzig ; Bundesliga ; 20 ; 2002 ; 9 ; 1
379 ; Armando Broja ; ALB ; FW ; Southampton ; Premier League ; 20 ; 2001 ; 32 ; 21
380 ; Dylan Bronn ; TUN ; DF ; Metz ; Ligue 1 ; 26 ; 1995 ; 30 ; 28
381 ; John Brooks ; USA ; DF ; Wolfsburg ; Bundesliga ; 29 ; 1993 ; 31 ; 29
382 ; Daniel Brosinski ; GER ; DF ; Mainz 05 ; Bundesliga ; 33 ; 1988 ; 11 ; 4
383 ; Josh Brownhill ; ENG ; MF ; Burnley ; Premier League ; 26 ; 1995 ; 35 ; 32
384 ; Marcelo Brozovi? ; CRO ; MF ; Inter ; Serie A ; 29 ; 1992 ; 35 ; 35
385 ; Cédric Brunner ; SUI ; DF ; Arminia ; Bundesliga ; 28 ; 1994 ; 27 ; 26
386 ; Lewis Brunt ; ENG ; MF ; Leicester City ; Premier League ; 21 ; 2000 ; 1 ; 0
387 ; Jacob Bruun Larsen ; DEN ; FWMF ; Hoffenheim ; Bundesliga ; 23 ; 1998 ; 25 ; 9
388 ; Bryan ; ESP ; MFFW ; Valencia ; La Liga ; 21 ; 2001 ; 13 ; 9
389 ; Bryan ; ESP ; FWMF ; Tottenham ; Premier League ; 21 ; 2001 ; 9 ; 0
390 ; Ante Budimir ; CRO ; FW ; Osasuna ; La Liga ; 30 ; 1991 ; 28 ; 20
391 ; Emi Buendía ; ARG ; FWMF ; Aston Villa ; Premier League ; 25 ; 1996 ; 35 ; 22
392 ; Osman Bukari ; GHA ; FWMF ; Nantes ; Ligue 1 ; 23 ; 1998 ; 24 ; 10
393 ; Aleksander Buksa ; POL ; FW ; Genoa ; Serie A ; 19 ; 2003 ; 4 ; 0
394 ; Alessandro Buongiorno ; ITA ; DF ; Torino ; Serie A ; 22 ; 1999 ; 23 ; 12
395 ; Sascha Burchert ; GER ; GK ; Greuther Fürth ; Bundesliga ; 32 ; 1989 ; 14 ; 14
396 ; Delano Burgzorg ; NED ; FW ; Mainz 05 ; Bundesliga ; 23 ; 1998 ; 3 ; 0
397 ; Jonathan Burkardt ; GER ; FWMF ; Mainz 05 ; Bundesliga ; 21 ; 2000 ; 34 ; 32
398 ; Roman Bürki ; SUI ; GK ; Dortmund ; Bundesliga ; 31 ; 1990 ; 1 ; 1
399 ; Dan Burn ; ENG ; DF ; Brighton ; Premier League ; 30 ; 1992 ; 13 ; 12
400 ; Dan Burn ; ENG ; DF ; Newcastle Utd ; Premier League ; 30 ; 1992 ; 16 ; 16
401 ; Maxime Busi ; BEL ; DF ; Reims ; Ligue 1 ; 22 ; 1999 ; 18 ; 13
402 ; Gianluca Busio ; USA ; MF ; Venezia ; Serie A ; 20 ; 2002 ; 29 ; 23
403 ; Oriol Busquets ; ESP ; MF ; Clermont Foot ; Ligue 1 ; 23 ; 1999 ; 9 ; 2
404 ; Sergio Busquets ; ESP ; MF ; Barcelona ; La Liga ; 33 ; 1988 ; 36 ; 36
405 ; Jack Butland ; ENG ; GK ; Crystal Palace ; Premier League ; 29 ; 1993 ; 9 ; 8
406 ; Adrián Butzke ; ESP ; FW ; Granada ; La Liga ; 23 ; 1999 ; 1 ; 0
407 ; Marcin Bu?ka ; POL ; GK ; Nice ; Ligue 1 ; 22 ; 1999 ; 1 ; 1
408 ; Jamie Bynoe-Gittens ; ENG ; FW ; Dortmund ; Bundesliga ; 17 ; 2004 ; 4 ; 1
409 ; Sam Byram ; ENG ; DF ; Norwich City ; Premier League ; 28 ; 1993 ; 15 ; 11
410 ; Erick Cabaco ; URU ; DF ; Getafe ; La Liga ; 27 ; 1995 ; 10 ; 5
411 ; Willy Caballero ; ARG ; GK ; Southampton ; Premier League ; 40 ; 1981 ; 2 ; 2
412 ; Rémy Cabella ; FRA ; MFFW ; Montpellier ; Ligue 1 ; 32 ; 1990 ; 5 ; 3
413 ; Jimmy Cabot ; FRA ; DF ; Angers ; Ligue 1 ; 28 ; 1994 ; 24 ; 24
414 ; Jovane Cabral ; CPV ; FW ; Lazio ; Serie A ; 23 ; 1998 ; 3 ; 2
415 ; Leandro Cabrera ; URU ; DF ; Espanyol ; La Liga ; 30 ; 1991 ; 37 ; 37
416 ; Liberato Cacace ; NZL ; DF ; Empoli ; Serie A ; 21 ; 2000 ; 10 ; 5
417 ; Martín Cáceres ; URU ; DF ; Cagliari ; Serie A ; 35 ; 1987 ; 14 ; 9
418 ; Martín Cáceres ; URU ; DF ; Levante ; La Liga ; 35 ; 1987 ; 10 ; 9
419 ; Anthony Caci ; FRA ; DF ; Strasbourg ; Ligue 1 ; 24 ; 1997 ; 37 ; 26
420 ; Mathieu Cafaro ; FRA ; FWMF ; Reims ; Ligue 1 ; 25 ; 1997 ; 4 ; 3
421 ; Yannick Cahuzac ; FRA ; MF ; Lens ; Ligue 1 ; 37 ; 1985 ; 17 ; 6
422 ; Felipe Caicedo ; ECU ; FW ; Genoa ; Serie A ; 33 ; 1988 ; 9 ; 1
423 ; Felipe Caicedo ; ECU ; FW ; Inter ; Serie A ; 33 ; 1988 ; 3 ; 0
424 ; Moisés Caicedo ; ECU ; MF ; Brighton ; Premier League ; 20 ; 2001 ; 8 ; 8
425 ; Marc-Aurčle Caillard ; FRA ; GK ; Metz ; Ligue 1 ; 28 ; 1994 ; 19 ; 17
426 ; Jens Cajuste ; SWE ; MF ; Reims ; Ligue 1 ; 22 ; 1999 ; 8 ; 4
427 ; Cala ; ESP ; DF ; Cádiz ; La Liga ; 32 ; 1989 ; 14 ; 10
428 ; Davide Calabria ; ITA ; DF ; Milan ; Serie A ; 25 ; 1996 ; 26 ; 24
429 ; Riccardo Calafiori ; ITA ; DF ; Genoa ; Serie A ; 20 ; 2002 ; 3 ; 1
430 ; Riccardo Calafiori ; ITA ; DF ; Roma ; Serie A ; 20 ; 2002 ; 6 ; 2
431 ; Mattia Caldara ; ITA ; DF ; Venezia ; Serie A ; 28 ; 1994 ; 31 ; 30
432 ; Calderón ; ESP ; DF ; Betis ; La Liga ; 22 ; 2000 ; 1 ; 0
433 ; Fernando Calero ; ESP ; DF ; Espanyol ; La Liga ; 26 ; 1995 ; 16 ; 13
434 ; Duje ?aleta-Car ; CRO ; DF ; Marseille ; Ligue 1 ; 25 ; 1996 ; 26 ; 24
435 ; Hakan Çalhanođlu ; TUR ; MF ; Inter ; Serie A ; 28 ; 1994 ; 34 ; 33
436 ; Daniel Caligiuri ; ITA ; DFMF ; Augsburg ; Bundesliga ; 34 ; 1988 ; 28 ; 24
437 ; José Callejón ; ESP ; FW ; Fiorentina ; Serie A ; 35 ; 1987 ; 30 ; 16
438 ; Lucas Calodat ; FRA ; DF ; Saint-Étienne ; Ligue 1 ; 20 ; 2002 ; 1 ; 0
439 ; Dominic Calvert-Lewin ; ENG ; FW ; Everton ; Premier League ; 25 ; 1997 ; 17 ; 15
440 ; Mahdi Camara ; FRA ; MFDF ; Saint-Étienne ; Ligue 1 ; 23 ; 1998 ; 35 ; 34
441 ; Mamadou Camara ; FRA ; FW ; Troyes ; Ligue 1 ; 21 ; 2001 ; 3 ; 0
442 ; Víctor Camarasa ; ESP ; MFFW ; Betis ; La Liga ; 28 ; 1994 ; 7 ; 0
443 ; Eduardo Camavinga ; FRA ; MF ; Rennes ; Ligue 1 ; 19 ; 2002 ; 4 ; 1
444 ; Eduardo Camavinga ; FRA ; MF ; Real Madrid ; La Liga ; 19 ; 2002 ; 25 ; 12
445 ; Andrea Cambiaso ; ITA ; DF ; Genoa ; Serie A ; 22 ; 2000 ; 26 ; 21
446 ; José Campańa ; ESP ; MF ; Levante ; La Liga ; 28 ; 1993 ; 20 ; 16
447 ; Chem Campbell ; WAL ; MF ; Wolves ; Premier League ; 19 ; 2002 ; 1 ; 0
448 ; Emre Can ; GER ; DFMF ; Dortmund ; Bundesliga ; 28 ; 1994 ; 24 ; 19
449 ; Sergio Canales ; ESP ; FWMF ; Betis ; La Liga ; 31 ; 1991 ; 34 ; 33
450 ; Matteo Cancellieri ; ITA ; MFDF ; Hellas Verona ; Serie A ; 20 ; 2002 ; 12 ; 1
451 ; Joăo Cancelo ; POR ; DF ; Manchester City ; Premier League ; 28 ; 1994 ; 36 ; 36
452 ; Fali Candé ; GNB ; DF ; Metz ; Ligue 1 ; 24 ; 1998 ; 11 ; 11
453 ; Antonio Candreva ; ITA ; MFFW ; Sampdoria ; Serie A ; 35 ; 1987 ; 36 ; 36
454 ; Sergi Canós ; ESP ; DF ; Brentford ; Premier League ; 25 ; 1997 ; 31 ; 25
455 ; Álex Cantero ; ESP ; FWMF ; Levante ; La Liga ; 21 ; 2000 ; 25 ; 4
456 ; Todd Cantwell ; ENG ; FWMF ; Norwich City ; Premier League ; 24 ; 1998 ; 8 ; 5
457 ; Ander Capa ; ESP ; DF ; Athletic Club ; La Liga ; 30 ; 1992 ; 1 ; 0
458 ; Pierrick Capelle ; FRA ; MFDF ; Angers ; Ligue 1 ; 35 ; 1987 ; 30 ; 12
459 ; Leonardo Capezzi ; ITA ; MF ; Salernitana ; Serie A ; 27 ; 1995 ; 5 ; 2
460 ; Étienne Capoue ; FRA ; MF ; Villarreal ; La Liga ; 33 ; 1988 ; 30 ; 26
461 ; Gianluca Caprari ; ITA ; FWMF ; Hellas Verona ; Serie A ; 28 ; 1993 ; 35 ; 33
462 ; Francesco Caputo ; ITA ; FW ; Sassuolo ; Serie A ; 34 ; 1987 ; 2 ; 2
463 ; Francesco Caputo ; ITA ; FW ; Sampdoria ; Serie A ; 34 ; 1987 ; 36 ; 31
464 ; Maxence Caqueret ; FRA ; MF ; Lyon ; Ligue 1 ; 22 ; 2000 ; 31 ; 26
465 ; Andrea Carboni ; ITA ; DF ; Cagliari ; Serie A ; 21 ; 2001 ; 30 ; 25
466 ; Isaac Carcelen ; ESP ; DFMF ; Cádiz ; La Liga ; 29 ; 1993 ; 25 ; 17
467 ; Cárdenas ; ESP ; GK ; Levante ; La Liga ; 25 ; 1997 ; 24 ; 24
468 ; Irvin Cardona ; FRA ; FWMF ; Brest ; Ligue 1 ; 24 ; 1997 ; 32 ; 13
469 ; Igor Carioca ; BRA ; DF ; Lorient ; Ligue 1 ; 25 ; 1996 ; 28 ; 17
470 ; Carlo ; ESP ; MF ; Villarreal ; La Liga ; 21 ; 2001 ; 1 ; 0
471 ; Diego Carlos ; BRA ; DF ; Sevilla ; La Liga ; 29 ; 1993 ; 34 ; 34
472 ; Carmona ; ESP ; DF ; Sevilla ; La Liga ; 20 ; 2002 ; 1 ; 0
473 ; Yannick Carrasco ; BEL ; DFMF ; Atlético Madrid ; La Liga ; 28 ; 1993 ; 34 ; 28
474 ; Guido Carrillo ; ARG ; FW ; Elche ; La Liga ; 31 ; 1991 ; 29 ; 11
475 ; Dani Carvajal ; ESP ; DF ; Real Madrid ; La Liga ; 30 ; 1992 ; 24 ; 17
476 ; William Carvalho ; POR ; MF ; Betis ; La Liga ; 30 ; 1992 ; 33 ; 20
477 ; Nicolň Casale ; ITA ; DF ; Hellas Verona ; Serie A ; 24 ; 1998 ; 36 ; 30
478 ; Casemiro ; BRA ; MF ; Real Madrid ; La Liga ; 30 ; 1992 ; 32 ; 31
479 ; Matty Cash ; POL ; DF ; Aston Villa ; Premier League ; 24 ; 1997 ; 38 ; 38
480 ; Kiko Casilla ; ESP ; GK ; Elche ; La Liga ; 35 ; 1986 ; 14 ; 14
481 ; Moreto Cassamă ; GNB ; MF ; Reims ; Ligue 1 ; 24 ; 1998 ; 17 ; 11
482 ; Francesco Cassata ; ITA ; MF ; Genoa ; Serie A ; 24 ; 1997 ; 1 ; 0
483 ; Timothy Castagne ; BEL ; DF ; Leicester City ; Premier League ; 26 ; 1995 ; 27 ; 22
484 ; Koen Casteels ; BEL ; GK ; Wolfsburg ; Bundesliga ; 29 ; 1992 ; 28 ; 28
485 ; Jean-Charles Castelletto ; CMR ; DF ; Nantes ; Ligue 1 ; 27 ; 1995 ; 28 ; 28
486 ; Samu Castillejo ; ESP ; FWMF ; Milan ; Serie A ; 27 ; 1995 ; 5 ; 1
487 ; Gonzalo Castro ; GER ; MFFW ; Arminia ; Bundesliga ; 34 ; 1987 ; 12 ; 4
488 ; Jonny Castro ; ESP ; DF ; Wolves ; Premier League ; 28 ; 1994 ; 13 ; 10
489 ; Gaetano Castrovilli ; ITA ; MF ; Fiorentina ; Serie A ; 25 ; 1997 ; 23 ; 16
490 ; Danilo Cataldi ; ITA ; MF ; Lazio ; Serie A ; 27 ; 1994 ; 32 ; 19
491 ; Catena ; ESP ; DF ; Rayo Vallecano ; La Liga ; 27 ; 1994 ; 36 ; 36
